id,name,ppOld,ppNew,ppDiff,minuteUpdated
32940927,kqto,7422.86,7236.71,580,28167560
28323104,K_chev,7359.24,7236.61,720,28167561
18076645,Quanxi,7544.51,7236.03,104,28167559
22720007,themegasimp,7272.62,7235.78,921,28167562
11197096,Naheeno,7469.53,7235.66,787,28167560
24253806,Iplaygames13,7658.67,7235.63,282,28167559
14448343,Endtryz,7608.99,7235.63,-70,28167559
15150168,BxomBurst,7623.39,7235.55,-394,28167559
26875534,BearBimbo,7620.96,7235.45,-231,28167559
18454367,Potato Nhi,7535.79,7234.25,-80,28167560
9956593,Veslepus,7606.63,7233.40,36,28167559
25658724,reimuya,7576.57,7233.10,44,28167559
29830359,AnyEliii,7684.47,7232.95,-351,28167558
27419503,hhde233,6929.02,7232.81,651,28167565
10556511,_XLiTe_,7390.31,7231.99,387,28167561
28585441,zaclentaro,7575.65,7231.85,48,28167559
11025519,Sirius Symboli,7508.6,7231.81,191,28167560
23933875,GxthB1TCH,7482.8,7231.68,89,28167560
13893366,treeggjack,7691.88,7231.64,-14,28167558
25432992,surrealtic,7494.05,7231.61,366,28167560
3728315,Barra,7595,7231.56,1064,28167559
6945492,PGREAT,7211.71,7231.38,1274,28167562
2464957,A Z E R A E L,7658.3,7231.34,159,28167559
17191390,Lotus779,7626.16,7230.99,-203,28167559
22835273,caleb134754,7291.46,7230.70,481,28167561
14184193,Mugine,7772.84,7230.41,147,28167558
19088642,Xerxci,7528.77,7230.29,-10,28167560
18418917,CompNebula,7488.36,7230.17,-170,28167560
15708873,mikeniru,7641.21,7229.05,294,28167559
4439387,-LittleMink-,7406.94,7228.85,889,28167561
28012488,luisandr,7241.68,7228.44,881,28167562
18800081,Marxder45,7713.09,7228.37,-99,28167558
6337957,_Scanf,6911.72,7228.06,1868,28167565
18597561,atnoTheGreat,7488.19,7227.44,166,28167560
1854465,Tomoshige,7389.77,7227.15,1033,28167561
9756259,vip95,7245.67,7226.13,769,28167562
17743010,tekolonesis,7445.58,7225.98,553,28167560
24924376,Konatt,7604.03,7225.74,15,28167559
21611353,NbaBrokeBoy,7543.04,7224.31,-173,28167559
9986047,Hop_e,7151.5,7224.19,1352,28167563
28788515,LoCal Ero,7540.6,7224.04,-12,28167559
7735071,VinnyM-,7450.43,7224.04,337,28167560
18740701,Joshua9793,7489.02,7223.71,559,28167560
24386754,MinhAltF4,7549.16,7223.64,59,28167559
10926574,IIWrathblox,7539.69,7222.61,196,28167559
25822690,USMAYO,7300.04,7222.51,-94,28167561
8477440,skdjjjjj,7628.92,7222.42,-171,28167559
7405208,MaDD,7750.76,7222.41,283,28167558
11740328,piani,7601.42,7222.19,341,28167559
17525844,MeMMoon,7329.71,7221.76,785,28167561
24810911,Leo7w7ekdxd,7668.59,7221.69,256,28167558
29552405,hoangphuc0512,7549.99,7221.62,-210,28167559
28101425,wonder903,7531.56,7221.60,140,28167560
17588824,kittycat2384,7419.56,7221.55,561,28167560
25660399,CChan2ing,7376.03,7221.44,731,28167561
6889190,Namida KL,7577.62,7221.00,287,28167559
27575078,xLexOSU,7547.77,7220.96,104,28167559
